,PDB,RFree,Rwork,Resolution,Spacegroup
35654,7b7j,0.2163,,1.66,P 43 21 2
35655,5lcl,0.2555,,2.2,P 41
35656,1f9t,0.244,,1.5,P 1 21 1
35657,6ia6,0.2685,,2.7,C 2 2 21
35658,1ymc,,,2.0,P 1 21 1
35659,3ib8,0.168,,1.8,P 41 21 2
35660,8tdc,0.2195,,1.8,C 1 2 1
35661,7laz,0.2397,,2.3,P 41 21 2
35662,6ibt,0.26001,,2.04,P 32 2 1
35663,2a4a,0.2483,,1.84,P 1 21 1
35664,6l57,0.2338,,2.3,P 31 2 1
35665,4cfq,0.1928,,1.37,P 1
35666,4cmn,0.2628,,3.13,P 41 3 2
35667,3qt7,0.225,,2.2,C 2 2 21
35668,5l4m,0.1982,,1.58,P 21 21 2
35669,6q9n,0.2855,,2.5,P 21 21 21
35670,3ffr,,,1.75,P 31 2 1
35671,3am7,0.268,,2.2,P 43
35672,8tbr,0.2037,,1.75,P 1 21 1
35673,4ytv,0.211,,1.45,H 3 2
35674,7fac,0.257,,2.71,P 65
35675,7w1g,0.2661,,1.86,P 21 21 21
35676,5cr9,0.1722,,1.7,P 21 21 2
35677,3lfn,0.268,,2.28,P 21 21 21
35678,8air,0.214,,1.08,P 61 2 2
35679,5z0f,0.1598,,1.16,P 21 21 2
35680,3cos,0.2063,,2.1,P 1 21 1
35681,8t7k,0.2394,,1.78,C 2 2 21
35682,2w6i,0.3,,4.0,P 21 21 21
35683,2qx7,0.253,,1.75,P 21 21 21
35684,2atk,0.2612,,2.5,I 4
35685,5aol,0.1694,,1.5,P 21 21 21
35686,7cjd,0.2819,,2.5,C 1 2 1
35687,2z23,0.239,,2.0,P 21 21 21
35688,4kqb,0.253,,3.05,P 21 21 21
35689,2cj8,0.273,,2.38,P 21 21 21
35690,7ajr,0.2399,,1.75,P 21 21 21
35691,8avj,0.23029,,2.1,P 32 2 1
35692,6bqd,0.226,,2.14,C 1 2 1
35693,8hz4,0.2438,,3.2,P 1 21 1
35694,3t5q,0.2577,,3.0,P 61
35695,8t7g,0.2283,,2.0,C 1 2 1
35696,4lek,0.218,,1.7,P 61 2 2
35697,4ibi,0.2372,,1.47,P 21 21 21
35698,4ib7,0.30913,,2.2,P 32 2 1
35699,3qln,0.1583,,1.9,P 32
35700,3ael,0.188,,2.0,P 1 21 1
35701,4ced,0.1937,,1.75,P 31
35702,7b2r,0.1927,,1.6,P 1
35703,5a2u,0.2864,,3.3,P 41 2 2
35704,7kwq,0.2442,,2.3,I 2 2 2
35705,3afi,0.19076,,1.75,P 21 21 2
35706,3w6b,0.2292,,1.9,P 61 2 2
35707,1th0,0.247,,2.2,C 1 2 1
35708,5qhc,0.2282,,2.21,P 3 2 1
35709,3bgo,0.262,,1.8,P 21 21 21
35710,3tib,0.191,,2.2,P 1 21 1
35711,2hxv,0.195,,1.8,I 4 2 2
35712,3vx3,0.21845,,2.1,I 2 2 2
35713,3bhb,0.256,,2.2,P 1 21 1
35714,2arx,0.216,,2.0,P 21 21 21
35715,7l5t,0.196,,1.88,P 21 21 21
35716,7fi2,0.2316,,2.6,P 31 2 1
35717,8yxk,0.2868,,1.87,P 1 21 1
35718,2ag6,0.2474,,1.9,P 43 21 2
35719,9bq0,0.3298,,2.9,P 21 2 21
35720,4ksd,0.345,,4.1,P 21 21 21
35721,5lag,0.1727,,1.6,P 43 21 2
35722,8alh,0.2313,,1.86,P 41 21 2
35723,4i5q,0.2544,,1.96,P 21 21 21
35724,6qna,0.2499,,2.62,P 1
35725,3l2r,0.2223,,2.88,P 41 21 2
35726,6bek,0.2337,,1.7,P 21 21 21
35727,1fko,0.287,,2.9,P 21 21 21
35728,6a5e,0.2846,,2.77,P 1
35729,7qyl,0.2437,,1.44,P 65 2 2
35730,3alo,0.27137,,2.6,C 2 2 21
35731,3vvu,0.221,,2.4,P 21 3
35732,1yn3,0.23,,1.35,H 3
35733,1qxt,0.257,,2.0,P 21 21 21
35734,3b7m,0.23819,,2.1,P 21 21 21
35735,3i06,0.142,,1.1,P 65 2 2
35736,4ae7,0.1706,,1.45,C 2 2 21
35737,2i1w,0.257,,2.34,P 1 21 1
35738,6w4t,0.2741,,2.77,P 21 21 21
35739,5la1,0.1604,,1.9,P 21 21 21
35740,7tbd,0.2452,,2.22,I 2 2 2
35741,7aye,0.2599,,2.95,P 43 2 2
35742,8t6f,0.2181,,1.56,P 21 21 2
35743,7t7i,0.3081,,3.97,P 43 21 2
35744,7bau,0.2255,,1.42,P 1 21 1
35745,7qzu,0.2275,,1.96,C 1 2 1
35746,8bab,0.2028,,1.55,P 21 21 21
35747,2fdp,0.254,,2.5,P 1 21 1
35748,4yw4,0.2142,,2.2,P 1 21 1
35749,6f7p,0.3091,,3.7,P 31 2 1
35750,2hzl,0.184,,1.4,C 1 2 1
35751,5t7l,0.2734,,2.83,P 21 21 21
35752,6cm2,0.225,,2.14,P 1 21 1
35753,6tbl,0.2422,,2.65,P 4 21 2
35754,2aog,,,1.1,P 21 21 2
35755,6chb,0.4167,,6.8,P 43 21 2
35756,6biz,0.2284,,2.1,C 2 2 21
35757,5yt3,0.28928,,2.9,P 21 21 2
35758,4qtj,0.24834,,2.1,P 32 2 1
35759,7tg2,0.277,,4.37,H 3
35760,4b2w,0.2558,,2.36,C 1 2 1
35761,7lfs,0.3148,,3.5,P 1 21 1
35762,6f9o,0.1315,,1.05,P 1 21 1
35763,3qc8,0.24978,,2.2,C 2 2 21
35764,4b78,0.23412,,1.5,P 21 21 21
35765,6t6q,0.3111,,2.9,P 43 21 2
35766,7fcl,0.2733,,3.04,C 2 2 2
35767,6i6f,0.2315,,1.94,P 21 21 21
35768,4chc,0.27868,,2.77,C 1 2 1
35769,3l9m,0.27,,1.9,C 1 2 1
35770,2afz,0.212,,1.68,H 3 2
35771,8i6a,0.22079,,2.0,P 21 21 21
35772,2iex,0.23,,2.2,C 2 2 21
35773,7t5e,0.182,,1.9,P 1 21 1
35774,5lm1,0.2539,,2.55,P 21 21 21
35775,4qwm,0.2343,,2.17,C 2 2 21
35776,8bh5,0.2325,,2.38,C 1 2 1
35777,1csl,0.241,,1.6,C 1 2 1
35778,6w3c,0.248,,2.3,P 1 21 1
35779,6w9y,0.326,,2.55,C 2 2 21
35780,3b0r,0.24917,,2.15,C 1 2 1
35781,1a0u,0.239,,2.14,P 21 21 2
35782,7lem,0.2474,,1.89,P 1 21 1
35783,4w89,0.2562,,2.4,P 31
35784,7lg8,0.2696,,2.93,P 1 21 1
35785,8qfo,0.2614,,2.05,P 21 21 21
35786,3i6k,0.2435,,2.8,P 21 21 21
35787,5l5i,0.2101,,2.9,P 1 21 1
35788,4i3r,0.245,,3.0,P 32 2 1
35789,6qp7,0.2178,,1.96,P 21 21 21
35790,3ci3,0.18,,1.11,H 3
35791,3axh,0.193,,1.8,C 1 2 1
35792,5qfx,0.2215,,1.82,P 31 2 1
35793,7bey,0.2714,,1.5,P 1 21 1
35794,5ad7,0.2301,,1.95,P 21 21 21
35795,2a66,0.226,,2.2,P 43
35796,1yzw,0.26552,,2.1,P 21 21 21
35797,4fiw,0.2134,,1.5,P 65 2 2
35798,3cp0,0.21594,,1.65,I 21 21 21
35799,4z4b,0.2107,,1.97,P 21 21 21
35800,6l3r,0.2319,,2.0,P 21 21 21
35801,5t9x,0.206,,2.5,P 43 21 2
35802,7lnt,0.234,,2.35,P 21 21 21
35803,8ibm,0.2672,,2.2,P 3
35804,8fg6,0.25952,,2.3,P 31 2 1
35805,3r0r,0.253,,2.35,P 1
35806,4awd,0.2501,,2.4,P 2 21 21
35807,6a65,0.254,,1.77,C 2 2 2
35808,5z48,0.1864,,1.55,I 1 2 1
35809,6yx3,0.1792,,1.22,P 1 21 1
35810,1yum,0.2506,,1.7,P 1 21 1
35811,5z40,0.2276,,1.84,I 1 2 1
35812,5cnm,0.226,,2.84,P 21 21 2
35813,4w1t,0.1799,,1.55,P 21 21 21
35814,8t85,0.2777,,2.38,C 2 2 21
35815,6yvy,0.2353,,1.92,C 1 2 1
35816,4aib,0.2993,,2.87,P 21 21 21
35817,4w65,0.172,,1.38,P 21 21 21
35818,4l2b,0.24,,1.97,P 1 21 1
35819,3fgr,0.1816,,1.8,C 1 2 1
35820,5yl6,0.2465,,2.0,I 2 2 2
35821,3bn8,0.248,,2.11,C 2 2 21
35822,5yxz,0.23692,,1.7,P 21 21 21
35823,5yvv,0.2793,,3.1,P 1 21 1
35824,2ywj,0.213,,1.9,P 21 21 21
35825,1qlp,0.266,,2.0,C 1 2 1
35826,4f7c,0.2909,,2.86,P 42
35827,7lkd,0.2257,,2.01,P 1 21 1
35828,5bp7,0.2229,,2.1,P 21 21 2
35829,7bd3,0.2648,,1.91,P 21 21 21
35830,4bbp,0.23187,,2.15,P 63
35831,4z2o,0.16576,,1.17,P 41 21 2
35832,5lh9,0.188,,1.95,P 21 21 21
35833,5i07,0.22,,1.89,P 1 21 1
35834,5f7m,0.21767,,2.72,P 1 21 1
35835,2qrk,0.233,,1.75,P 21 21 21
35836,6ci2,0.223,,1.96,C 1 2 1
35837,5w1w,0.263,,3.1,P 21 21 21
35838,1t65,0.27,,1.66,P 21 21 21
35839,5f5q,0.251,,2.52,P 21 2 21
35840,3b0u,0.2198,,1.95,H 3
35841,3atk,0.18413,,1.74,P 21 21 21
35842,4qwd,0.262,,2.05,P 21 21 2
35843,7qiu,0.2074,,1.88,P 21 21 21
35844,2bhv,0.293,,3.0,P 21 21 21
35845,7yvd,0.1954,,2.1,P 64 2 2
35846,8i65,0.25024,,1.72,P 1 21 1
35847,3r07,0.254,,2.7,P 31 2 1
35848,6faj,0.2239,,1.95,P 2 21 21
35849,6qrj,0.2747,,2.65,P 43 2 2
35850,5aqv,0.1969,,1.75,C 1 2 1
35851,5akt,0.1946,,1.35,P 21 21 2
35852,6l4o,0.2615,,2.6,P 21 21 21
35853,8aiw,0.2143,,2.0,P 21 21 21
35854,3fim,0.2064,,2.55,P 64 2 2
35855,5iat,0.211,,1.67,P 21 21 21
35856,4aqc,0.21656,,1.9,P 41
35857,6qxy,0.1858,,1.7,P 43 21 2
35858,2w4p,0.241,,1.7,P 21 21 21
35859,4yrh,0.256,,2.86,P 1 21 1
35860,2qr5,0.222,,2.2,P 21 21 21
35861,7t1t,0.2282,,2.08,P 1 21 1
35862,2qa9,0.182,,1.18,P 21 21 2
35863,4yo7,0.169,,1.7,I 2 2 2
35864,6w43,0.2244,,1.99,P 1
35865,7bf3,0.2174,,2.0,P 21 21 21
35866,5w1a,0.2197,,2.23,P 21 21 21
35867,6ar5,0.2121,,2.41,P 31 2 1
35868,5a7p,0.2362,,2.28,P 21 21 2
35869,1bh3,0.181,,2.19,H 3
35870,8a1j,0.2684,,2.55,P 1 21 1
35871,8b1v,0.2224,,1.88,P 21 21 21
35872,5qpe,0.2468,,1.77,P 61 2 2
35873,2f7b,0.2399,,1.9,I 2 2 2
35874,1ymy,0.243,,2.6,P 21 21 2
35875,3fgd,,,1.33,P 61 2 2
35876,5l69,0.2174,,2.7,P 1 21 1
35877,6qob,0.1936,,1.46,P 1 21 1
35878,2qag,0.39208,,4.0,P 43 2 2
35879,2qpn,0.1821,,1.1,P 1 21 1
35880,4ber,0.239,,2.6,P 2 2 21
35881,4az0,,,2.17,C 1 2 1
35882,5i49,0.207,,1.8,P 21 21 2
35883,4qa0,0.21,,2.24,P 1 21 1
35884,2hyj,0.2469,,2.19,I 2 2 2
35885,3tg5,0.263,,2.3,P 21 21 21
35886,8bpv,0.1977,,1.7,C 1 2 1
35887,6i1s,0.1927,,1.52,P 21 21 21
35888,6b6a,0.2667,,2.3,P 1 21 1
35889,4yox,0.2075,,2.05,P 21 21 21
35890,4qo9,0.218,,2.2,P 1 21 1
35891,4ql8,0.275,,2.1,P 21 21 21
35892,5ksv,0.2096,,2.19,I 2 3
35893,2f6m,0.26096,,2.1,I 21 21 21
35894,7f8c,0.257,,2.25,P 42 21 2
35895,1t6i,0.292,,2.81,C 2 2 21
35896,4aj2,0.1935,,1.75,P 1 21 1
35897,6i94,0.2005,,1.7,I 2 2 2
35898,3llq,0.2186,,2.01,C 2 2 21
35899,6vtz,0.2456,,2.65,P 32 2 1
35900,4f8l,0.182,,1.5,P 2 2 21
35901,4qhl,0.281,,3.15,P 21 21 21
35902,3w8e,0.1922,,1.24,P 42 21 2
35903,115l,,,1.8,P 32 2 1
35904,1bgi,0.216,,1.7,P 21 21 21
35905,5l8g,0.2422,,2.97,P 1 21 1
35906,3axy,0.27626,,2.4,P 1
35907,2w80,,,2.35,P 1
35908,4lei,0.31368,,3.15,P 43 21 2
35909,8fbu,0.2067,,2.0,P 1 21 1
35910,5w3w,0.2884,,2.95,P 21 21 21
35911,8clm,0.2561,,1.8,P 1 21 1
35912,9bi1,0.2601,,1.65,P 21 21 21
35913,5yqn,0.2038,,1.6,P 1 21 1
35914,6aru,0.2671,,3.2,P 1 21 1
35915,5ys9,0.2293,,2.5,I 4
35916,4boe,0.1977,,2.24,P 41 21 2
35917,7t1k,0.1781,,1.25,P 61
35918,4fai,0.202,,1.65,P 1
35919,4qx4,0.153,,1.26,P 1 21 1
35920,7bft,0.1933,,1.99,P 21 21 21
35921,3b5h,0.294,,2.8,P 41 21 2
35922,5ap3,0.2362,,2.7,I 2 2 2
35923,3bdd,0.275,,2.2,P 1 21 1
35924,7bo7,0.25,,2.83,I 2 2 2
35925,2qeu,,,1.65,P 61 2 2
35926,1b7v,0.206,,1.7,P 21 21 21
35927,7qq4,0.27926,,2.45,P 21 21 21
35928,5qgy,0.2104,,1.72,P 3 2 1
35929,2qod,0.206,,1.15,P 1 21 1
35930,2vuy,,,3.0,P 3 2 1
35931,1ajg,0.238,,1.69,P 1 21 1
35932,7lbj,0.1879,,1.85,P 21 21 21
35933,6qpj,0.2425,,2.31,I 1 2 1
35934,5kuw,0.213,,1.7,P 21 21 21
35935,5vtw,0.213,,2.35,C 1 2 1
35936,4ac7,0.1461,,1.5,P 63 2 2
35937,5aar,0.2534,,1.87,P 21 21 2
35938,2qcl,0.21278,,1.85,P 1 21 1
35939,4bo4,0.2596,,2.7,P 21 21 21
35940,5ljq,0.1485,,1.05,P 1 21 1
35941,6liu,0.2796,,2.8,P 21 2 21
35942,6bai,0.2569,,1.95,P 31 2 1
35943,2b7n,0.256,,2.3,P 41 21 2
35944,4qq1,0.301,,3.33,C 1 2 1
35945,4i34,0.3077,,4.12,P 21 21 21
35946,3fce,0.252,,1.9,P 1 21 1
35947,8bk0,0.1948,,1.7,P 1 21 1
35948,3bjh,0.20645,,1.6,C 2 2 21
35949,6tcp,0.2388,,2.5,P 21 21 21
35950,3f9z,0.257,,1.6,P 1
35951,5qkg,0.247,,1.9,C 1 2 1
35952,8qij,0.2171,,2.07,P 21 21 21
35953,3ciq,0.26393,,2.9,P 1
35954,2qw7,0.296,,2.4,P 1 21 1
35955,1l9t,0.208,,1.75,P 21 21 21
35956,6ayy,0.259,,2.6,P 61 2 2
35957,1vzo,0.242,,1.8,P 21 21 21
35958,4qy9,0.289,,2.05,P 43 21 2
35959,7b1i,0.2334,,1.9,P 21 21 21
35960,2avw,0.267,,2.0,P 1 21 1
35961,7t47,0.1724,,1.27,P 21 21 21
35962,4z4y,0.1834,,1.8,P 1 21 1
35963,5i3q,0.202,,1.88,C 2 2 21
35964,3vzs,0.2091,,2.14,C 2 2 21
35965,4l6h,0.23486,,1.75,P 21 21 21
35966,8qef,0.25151,,2.16,P 1 21 1
35967,4qzf,0.256,,2.6,C 1 2 1
35968,3lni,0.2275,,2.3,C 1 2 1
35969,6lc7,0.168,,1.4,P 1 21 1
35970,3abs,0.2444,,2.25,P 63
35971,4lgw,0.27121,,2.7,P 65 2 2
35972,4qau,0.2045,,1.6,P 21 21 21
35973,2co4,0.2,,1.85,P 61 2 2
35974,7b8b,0.2297,,2.03,P 21 21 21
35975,5qfb,0.209,,1.85,P 31 2 1
35976,6bed,0.237,,2.75,P 61 2 2
35977,4llc,0.229,,2.0,P 32 2 1
35978,4cgp,0.19638,,1.4,P 1 21 1
35979,4ays,0.2364,,3.15,P 43 21 2
35980,3tgi,0.21,,1.8,P 32 2 1
35981,3i2g,0.198,,2.5,P 65 2 2
35982,6tjp,0.2857,,3.74,P 21 21 21
35983,15c8,0.251,,2.5,C 1 2 1
35984,6w1f,0.2662,,3.2,P 65
35985,4z0g,0.1482,,1.25,P 4
35986,2fbe,0.277,,2.52,P 41 2 2
35987,8cp2,0.20207,,2.1,H 3
35988,5a38,0.2309,,1.9,P 1
35989,5qnh,0.271,,2.21,C 1 2 1
35990,2afx,0.205,,1.64,H 3 2
35991,5hzb,0.1953,,1.55,P 1 21 1
35992,6bgw,0.213,,1.64,C 1 2 1
35993,2b1b,0.255,,1.9,P 61 2 2
35994,3bf5,0.245,,1.91,P 21 21 21
35995,5l4z,0.2049,,1.84,I 2 2 2
35996,1as2,0.25,,2.8,P 43 21 2
35997,6l27,0.1239,,0.77,P 21 21 21
35998,8tdb,0.2496,,2.3,C 1 2 1
35999,5b2k,0.3276,,2.75,P 61 2 2
36000,6qba,0.2207,,1.8,P 21 21 21
36001,1t4j,0.24593,,2.7,P 31 2 1
36002,4a48,0.1953,,1.4,P 1 21 1
36003,3qvc,0.239,,2.1,C 1 2 1
36004,7fcf,0.3062,,3.3,P 21 21 21
36005,3w80,0.2484,,1.4,H 3
36006,4w9d,0.2361,,2.2,P 41 2 2
36007,6qwu,0.1838,,1.4,P 21 21 21
36008,6qu7,0.17324,,1.52,P 32 2 1
36009,2l78,,,2.0,P 32 2 1
36010,7qff,0.1944,,1.5,P 43 21 2
36011,6cph,0.2327,,1.7,P 43 21 2
36012,4w81,0.233,,2.25,H 3
36013,7cgc,0.29,,2.55,P 1 21 1
36014,1t2q,0.247,,1.83,P 21 21 21
36015,4adb,0.2189,,2.2,C 1 2 1
36016,5qht,0.2133,,1.05,P 21 21 21
36017,2w5t,0.197,,1.6,P 21 21 21
36018,5alg,0.244,,2.4,P 65 2 2
36019,5los,0.24461,,2.0,I 41 2 2
36020,6qjg,0.2458,,2.0,C 1 2 1
36021,6kyc,0.2415,,2.6,I 2 3
36022,8qfp,0.2646,,2.2,P 21 21 21
36023,5lk0,0.1957,,1.8,H 3
36024,8fb4,0.2947,,1.49,P 31 2 1
36025,6tj2,0.1825,,1.32,P 21 21 21
36026,4yw5,0.2389,,2.3,P 1 21 1
36027,3am1,0.2919,,2.4,P 31 1 2
36028,5acy,0.27081,,2.01,P 21 21 21
36029,6qaz,0.1498,,1.02,I 2 2 2
36030,5kug,0.235,,1.9,P 65
36031,1ch2,,,1.8,P 6
36032,4yuv,0.2401,,1.6,P 1 21 1
36033,7t1x,0.2157,,2.6,P 1 21 1
36034,5ajc,0.1867,,1.7,P 21 21 21
36035,5z01,0.2246,,1.75,I 2 2 2
36036,8tcc,0.3119,,3.1,P 21 21 21
36037,4fiu,0.2282,,2.0,P 1 21 1
36038,3atm,0.17141,,1.72,P 21 21 21
36039,2ylr,0.23804,,2.26,P 32 2 1
36040,6i0v,0.2258,,1.85,P 31 2 1
36041,6tj9,0.1102,,0.95,P 21 21 21
36042,5bp1,0.227,,2.2,P 41 21 2
36043,2vyx,0.25,,1.5,P 21 21 21
36044,6kqq,0.2012,,1.8,P 1
36045,6i9y,0.208,,2.14,P 63 2 2
36046,4aaw,0.2366,,2.2,P 3 2 1
36047,3ljx,0.2186,,2.3,P 31 2 1
36048,3t51,0.3247,,3.9,H 3 2
36049,9f7h,0.2001,,1.43,P 1 21 1
36050,1i3c,0.222,,1.9,P 1 21 1
36051,4fdv,0.2004,,1.68,C 1 2 1
36052,8b8x,0.2162,,1.78,P 21 21 21
36053,7b9j,0.2247,,2.2,P 43 21 2
36054,5kst,0.248,,2.76,C 1 2 1
36055,5b76,0.2365,,1.65,P 21 21 21
36056,5qus,0.1875,,1.25,P 21 21 21
36057,8aun,0.1756,,1.49,P 1 21 1
36058,3ak5,0.28,,2.2,C 1 2 1
36059,4cjn,0.2473,,1.95,P 21 21 21
36060,4ak3,0.33715,,3.5,P 3 2 1
36061,4hyg,0.3441,,3.32,C 2 2 2
36062,4cqm,0.2355,,2.34,P 1 21 1
36063,3alb,0.239,,1.85,C 2 2 21
36064,1qny,0.198,,1.8,I 2 2 2
36065,7w91,0.2607,,3.29,P 1
36066,8b52,0.2757,,2.22,P 21 21 21
36067,5w7n,0.232,,1.8,C 1 2 1
36068,3t28,0.248,,2.8,P 41 21 2
36069,4yo8,0.224,,2.1,P 1 21 1
36070,6i4l,0.2428,,1.83,P 21 2 21
36071,5f6i,0.2646,,2.32,P 21 2 21
36072,3a98,0.268,,2.1,P 21 21 21
36073,6bnc,0.1527,,1.5,P 21 21 2
36074,1t5z,0.26,,2.3,P 21 21 21
36075,2qtw,0.239,,1.9,P 21 21 21
36076,1wa1,0.191,,1.65,H 3
36077,4lmq,0.301,,2.77,P 1 21 1
36078,5ae1,0.2292,,2.1,P 1
36079,4qt0,0.271,,3.2,P 31 2 1
36080,2q91,0.217,,1.63,P 32 2 1
36081,6qr6,0.1988,,1.71,P 21 21 21
36082,7l3p,0.195,,2.1,P 63
36083,4ahw,0.17469,,1.5,P 21 21 21
36084,5b5i,0.2057,,1.6,P 21 21 21
36085,5vuk,0.241,,1.95,P 21 21 21
36086,5wa0,0.271,,2.1,P 1 21 1
36087,7co5,0.2892,,2.35,P 21 21 21
36088,7ayy,0.2503,,2.0,P 41 21 2
36089,6awg,0.2665,,2.4,P 1 21 1
36090,4bql,0.24781,,3.34,P 21 21 21
36091,4cpe,0.1535,,1.06,I 2 2 2
36092,3bkk,0.251,,2.17,P 21 21 21
36093,3b69,0.183,,1.67,P 1 21 1
36094,5liz,0.2393,,1.93,P 1 21 1
36095,3tgd,0.203,,1.8,P 21 21 21
36096,7l3e,0.1534,,1.13,P 32 2 1
36097,5qy3,0.20961,,1.58,C 1 2 1
36098,3qq9,0.217,,1.64,C 1 2 1
36099,8be7,0.2665,,3.0,I 4 2 2
36100,229l,,,1.8,P 32 2 1
36101,6fao,0.2044,,1.88,P 21 21 21
36102,6a6v,0.2083,,2.9,P 65
36103,1b2c,0.223,,1.8,I 21 3
36104,3tez,0.226,,1.83,P 21 21 21
36105,5fje,0.23166,,1.9,P 1 2 1
36106,8auu,0.1102,,0.95,P 1 21 1
36107,1f5b,0.244,,1.62,P 41 21 2
36108,8bll,0.2434,,1.54,P 1
36109,3t9u,0.219,,1.97,P 21 21 2
36110,1qvv,0.283,,2.35,P 21 21 21
36111,6yzn,0.1482,,0.95,P 1 21 1
36112,4ypx,0.197,,1.89,H 3 2
36113,3a1v,0.242,,2.4,P 21 21 21
36114,1qie,0.23,,2.1,P 31 2 1
36115,1i1i,0.268,,2.3,P 21 21 2
36116,4b54,0.2655,,2.8,P 21 21 21
36117,1tjg,0.225,,2.0,P 21 21 21
36118,5a3u,0.2266,,3.3,P 32 1 2
36119,8aoa,0.2315,,1.62,P 1 21 1
36120,6i09,0.1988,,1.48,C 2 2 21
36121,7cg6,0.2964,,2.0,P 43 21 2
36122,5z02,0.2544,,1.35,P 21 21 21
36123,4cgi,0.2113,,2.07,P 31
36124,4lbm,0.171,,1.55,P 21 21 21
36125,4awz,0.17259,,1.8,P 61
36126,8iau,0.24609,,2.0,P 1
36127,5i69,0.29284,,2.7,P 43 21 2
36128,8qh7,0.2006,,1.85,P 21 21 21
36129,6aq4,0.2331,,1.82,C 1 2 1
36130,4a8u,0.1487,,1.16,P 1 21 1
36131,3qeq,0.269,,2.59,P 21 21 21
36132,4yw2,0.2094,,2.0,P 1 21 1
36133,7yxu,0.252,,2.31,P 21 21 2
36134,1i13,0.252,,1.84,P 1 21 1
36135,3lme,0.246,,2.74,P 21 21 21
36136,5qgs,0.1951,,1.55,P 3 2 1
36137,2yx1,0.276,,2.2,P 1 21 1
36138,5yxf,0.2068,,1.61,P 1 21 1
36139,3vtu,0.2312,,1.6,P 21 21 21
36140,3i2e,0.225,,2.03,P 1 21 1
36141,8vvk,0.2174,,2.61,P 61 2 2
36142,8bl1,0.2163,,2.06,P 63
36143,6q96,0.2196,,1.8,P 21 21 21
36144,6blk,0.221,,1.55,P 1
36145,4aln,0.2455,,3.05,P 32
36146,3lkl,0.2418,,2.15,P 65
36147,3cnc,0.272,,2.4,P 65 2 2
36148,4qjg,0.2057,,1.85,P 1 21 1
36149,1kqf,0.195,,1.6,P 21 3
36150,4a23,0.2089,,2.4,P 21 21 21
36151,6tcj,0.2495,,2.13,P 1 21 1
36152,7w5u,0.2393,,2.34,P 21 21 21
36153,1azx,0.28,,2.9,P 1 21 1
36154,3a6k,0.237,,2.2,P 32 2 1
36155,5yu1,0.1991,,1.92,C 1 2 1
36156,5ax6,0.2082,,1.88,H 3 2
36157,3cik,0.269,,2.75,C 1 2 1
36158,5ysy,0.24223,,2.0,P 21 21 21
36159,5ytz,0.235,,1.55,I 41 2 2
36160,2qs8,0.234,,2.33,I 4
36161,2w8b,0.247,,1.86,P 1
36162,6kqc,0.212,,1.7,P 21 21 2
36163,8cqx,0.31148,,2.27,P 1 21 1
36164,5fg6,0.1967,,1.1,C 2 2 21
36165,2w88,0.2228,,2.89,P 31 1 2
36166,7t43,0.213,,1.7,P 1 21 1
36167,8tcw,0.1953,,1.94,C 1 2 1
36168,7aug,0.2067,,2.04,P 41 21 2
36169,3aum,0.199,,1.6,P 1 21 1
36170,5cfa,0.2122,,1.45,P 1 21 1
36171,1crg,,,2.0,P 43 21 2
36172,8ajw,0.1941,,1.82,P 1 21 1
36173,5kto,0.189,,1.44,P 1 21 1
36174,4z1v,0.24,,2.1,P 41 21 2
36175,3hyx,0.24,,2.9,P 21 21 21
36176,3cgz,0.257,,1.9,C 1 2 1
36177,3ceg,0.25248,,2.01,P 21 21 21
36178,6ym3,0.25,,2.05,P 1 21 1
36179,5lcf,0.1642,,1.86,P 21 21 21
36180,5tjz,0.169,,1.5,P 62 2 2
36181,1kxc,,,3.1,P 43 21 2
36182,5t5v,0.171,,1.8,P 1 21 1
36183,6b5p,0.2682,,2.3,P 21 21 21
36184,8t11,0.3077,,2.91,C 1 2 1
36185,2cgq,0.217,,1.83,P 32 2 1
36186,7biv,0.237,,1.64,P 65 2 2
36187,7w36,0.2866,,3.0,P 21 21 21
36188,6kwg,0.2442,,1.69,P 21 21 21
36189,3lil,0.1896,,1.8,P 21 21 2
36190,3ajj,0.224,,3.02,P 21 21 21
36191,1i1g,0.382,,2.9,I 41 2 2
36192,4fcq,0.2473,,2.15,I 2 2 2
36193,2aaa,,,2.12,C 2 2 21
36194,4z5v,0.266,,3.05,P 41 2 2
36195,3b2g,0.24757,,1.76,C 1 2 1
36196,2cn0,0.204,,1.3,C 1 2 1
36197,4cmi,0.21,,1.9,P 1 21 1
36198,1l1d,0.237,,1.85,P 21 21 2
36199,3qfz,0.20824,,2.39,P 1 21 1
36200,6bl6,0.301,,2.8,P 21 21 2
36201,5ffp,0.20492,,2.5,P 63
36202,2alm,0.257,,2.6,P 21 21 2
36203,7w9h,0.221,,2.28,P 1 21 1
36204,2ies,0.277,,3.1,P 61
36205,8t96,0.22562,,2.36,C 2 2 21
36206,2w2r,0.179,,1.83,I 4
36207,3qdu,0.24,,2.0,P 21 21 21
36208,3b79,0.182,,1.37,P 43 21 2
36209,3w36,0.243,,1.97,P 21 21 21
36210,5lkg,0.2039,,1.51,P 21 21 21
36211,6ku5,0.2865,,3.3,P 3 2 1
36212,5l0l,0.189,,1.8,P 62 2 2
36213,6bji,0.209,,1.54,C 2 2 21
36214,2b3b,0.225,,1.95,P 21 21 21
36215,3vvg,0.286,,1.9,C 1 2 1
36216,1a4w,,,1.8,C 1 2 1
36217,5vzs,0.226,,1.71,P 1
36218,6qmu,0.2705,,1.98,C 1 2 1
